DataSet,Title,Organism,Platform,Series,samples
GDS5651,DNA methyltransferase inhibitor 5-Aza-2’deoxycytidine effect on partially-ligated left carotid artery,Mus musculus,GPL6887,GSE56143,12
GDS5249,Bicaudal C homolog 1 knock down effect in primary calvarial osteoblasts,Mus musculus,GPL6885,GSE51693,16
GDS5637,Platelet-derived growth factor inhibitor effect on lymphocytic cells expressing FIP1L1-PDGFRα or ETV6-PDGFRβ,Mus musculus,GPL8321,GSE44810,6
GDS5269,Hydrogen peroxide-inducible clone-5 deficiency effect on dexamethasone-treated osteosarcoma cells: time course,Homo sapiens,GPL10558,GSE46448,48
GDS5220,bZIP transcription factor E4bp4 deficiency effect on lineage-depleted bone marrow cells,Mus musculus,GPL6246,GSE55014,12
GDS5166,In vitro-differentiated CD4+ T helper cell subsets,Mus musculus,GPL6246,GSE56021,15
GDS5404,Suberoylanilide hydroxamic acid effect on SKOV-3 ovarian cancer cell line: time course,Homo sapiens,GPL570,GSE53603,8
GDS5159,Lung response to highly virulent or low virulent influenza A H3N2 virus infection: time course,Mus musculus,GPL6103,GSE55994,18
GDS5630,Hydrogen peroxide effect on superoxide dismutase 1-deficient yeast cells,Saccharomyces cerevisiae...,GPL2529,GSE55081,4
GDS4824,Prostate cancer,Homo sapiens,GPL570,GSE55945,21
GDS5204,Age effect on normal adult brain: frontal cortical region,Homo sapiens,GPL570,GSE53890,41
GDS4986,Tumor-infiltrating CD8 T cells silenced for negative regulators of T cells,Mus musculus,GPL1261,GSE53388,36
GDS5140,Neuro2a neuroblastoma cell lines: anchorage dependent cells and anchorage independent tumorspheres,Mus musculus,GPL6246,GSE45160,8
GDS5629,Citrobacter rodentium infection of interleukin-10 deficient colon,Mus musculus,GPL7202,GSE55812,4
GDS4843,Tibial muscular dystrophy,Homo sapiens,GPL570,GSE42806,12
GDS5048,High Mobility Group AT-hook Protein 2 deficiency effect on the embryonic lung,Mus musculus,GPL6246,GSE55340,4
GDS5004,Adult alveolar type 2 and embryonic bipotent progenitor lung cells,Mus musculus,GPL1261,GSE49346,6
GDS5633,Peroxisome proliferator-activated receptor β/δ agonist and hypoxia effects on umbilical vein endothelial cells,Homo sapiens,GPL570,GSE50378,4
GDS5188,Glycogen synthase kinase 3 inhibitor effect on retinal explant cultures from 129 and C57BL/6 strains,Mus musculus,GPL1261,GSE54056,12
GDS5029,SW480 KRAS-mutant colorectal cancer cell line response to dual inhibition of tankyrase and MEK: time course,Homo sapiens,GPL570,GSE55624,18
GDS5403,Rheumatoid arthritis and osteoarthritis: synovial tissues (Jena dataset),Homo sapiens,GPL96,GSE55457,33
GDS5402,Rheumatoid arthritis and osteoarthritis: synovial tissues (Leipzig dataset),Homo sapiens,GPL96,GSE55584,16
GDS4786,HIV and tuberculosis co-infection: peripheral blood mononuclear cell,Homo sapiens,GPL10558,GSE50834,44
GDS5258,"Chronic, low level drug exposure effect on obese liver",Mus musculus,GPL7202,GSE49195,24
GDS5091,Cystatin B knockout model of progressive myoclonus epilepsy: cultured cerebellar granule cells,Mus musculus,GPL1261,GSE47516,7
GDS5090,Cystatin B knockout model of progressive myoclonus epilepsy: postnatal day 30 cerebellum,Mus musculus,GPL1261,GSE47516,6
GDS5089,Cystatin B knockout model of progressive myoclonus epilepsy: postnatal day 7 cerebellum,Mus musculus,GPL1261,GSE47516,8
GDS4965,Bedaquiline treatment: time course,Mycobacterium tuberculosis H37Rv,GPL4519,GSE43749,17
GDS6248,Diet-induced obesity model: liver,Mus musculus,GPL6887,GSE39549,51
GDS6247,Diet-induced obesity model: white adipose tissue,Mus musculus,GPL6887,GSE39549,40
GDS5381,Transcription factor ZNF395 effect on RTS3b skin cancer cell line,Homo sapiens,GPL6244,GSE44327,8
GDS5302,Negative elongation factor B subunit deficiency effect on the heart,Mus musculus,GPL6885,GSE54372,6
GDS5092,Embryonic fibroblast in vitro model of hypothermia: time course,Mus musculus,GPL6246,GSE54229,13
GDS4893,Heart response to isocitrate dehydrogenase 2 mutations IDH2R140Q and IDH2R172K,Mus musculus,GPL6246,GSE54838,12
GDS5074,First-time acute myocardial infarction: peripheral blood,Homo sapiens,GPL570,GSE48060,52
GDS5022,First-time acute myocardial infarction patients with or without recurrent event: peripheral blood,Homo sapiens,GPL570,GSE48060,31
GDS5639,Phorbol myristate acetate plus ionomycin activation effect on primary T lymphoblasts and their exosomes,Homo sapiens,GPL6480,GSE50971,8
GDS5355,Histone demethylase RBP2 deficiency effect on MDA-MD-231 breast cancer cell line,Homo sapiens,GPL6947,GSE49119,9
GDS5041,db/db model of obesity-induced type 2 diabetes: neuroretina,Mus musculus,GPL6246,GSE55389,8
GDS4941,Macrophage cell line response to Toxoplasma gondii infection,Mus musculus,GPL1261,GSE55298,4
GDS5360,Casein kinase 1 α deficiency effect on leukemia stem cells,Mus musculus,GPL6887,GSE52928,9
GDS5401,Rheumatoid arthritis and osteoarthritis: synovial tissues (Berlin dataset),Homo sapiens,GPL96,GSE55235,30
GDS5412,Age effect on respiratory epithelium: distal trachea and carina region,Mus musculus,GPL1261,GSE55162,8
GDS5628,Circadian nuclear receptor REV-ERBα deficiency effect on ventral midbrain,Mus musculus,GPL6246,GSE55119,4
GDS5025,Age and gender effect on brain,Danio rerio,GPL1319,GSE53430,12
GDS4943,Telomere-associated protein Rif1 depletion effect on stem cell lines,Mus musculus,GPL1261,GSE55129,8
GDS5631,Lipopolysaccharide effect on scavenger receptor MARCO deficient-dendritic cells,Mus musculus,GPL11180,GSE55068,4
GDS4897,Skeletal muscle of patients with inherited insulin resistance,Homo sapiens,GPL571,GSE36297,16
GDS5632,In vitro myoblast differentiation: time course,Homo sapiens,GPL570,GSE55034,4
GDS5030,Anti-TB chemotherapy effect on peripheral blood mononuclear cells from active tuberculosis patients: time course,Homo sapiens,GPL570,GSE54992,27
GDS4966,Active tuberculosis: peripheral blood mononuclear cells,Homo sapiens,GPL570,GSE54992,21
GDS4867,T-cell factor 1-deficient thymic lymphoma,Mus musculus,GPL1261,GSE54976,17
GDS4785,Steroid receptor coactivator-2 deficiency effect on the liver,Mus musculus,GPL1261,GSE55002,6
GDS5054,Diabetes and Obesity Regulated gene gain-of-function effect on skeletal muscle,Mus musculus,GPL11180,GSE54917,7
GDS5053,Diabetes and Obesity Regulated gene abalation effect on skeletal muscle,Mus musculus,GPL11180,GSE54917,6
GDS4868,Interleukin-3 effect on acute myeloid leukemia patient mononuclear cells: time course,Homo sapiens,GPL6244,GSE51402,16
GDS5638,Epithelial stem cells derived from induced pluripotent stem cells,Homo sapiens,GPL10558,GSE51028,7
GDS5222,U2OS osteosarcoma cell line response to strigolactone analogs ST362 and MEB55: 24 hours,Homo sapiens,GPL10558,GSE54820,6
GDS5221,U2OS osteosarcoma cell line response to strigolactone analogs ST362 and MEB55: 6 hours,Homo sapiens,GPL10558,GSE54820,6
GDS5371,Atypical ubiquitin ligase RNF31 depletion effect on ER-alpha positive breast cancer cell line,Homo sapiens,GPL6480,GSE46010,7
GDS5223,Nuclear hormone receptor NR4A1 deficiency effect on FHH model of hypertension-associated renal disease: time course,Rattus norvegicus,GPL6247,GSE54714,18
GDS5076,PIAS1 SUMO ligase depletion effect on breast cancer cell line,Homo sapiens,GPL571,GSE44024,4
GDS5411,Helicobacter pylori infection: corpus stomach biopsies,Homo sapiens,GPL6255,GSE27411,9
GDS5338,Helicobacter pylori infection: antrum stomach biopsies,Homo sapiens,GPL6255,GSE27411,9
GDS4971,Blood from septic patients: time course,Homo sapiens,GPL6947,GSE54514,163
GDS5646,Early Parkinson's disease: peripheral blood,Homo sapiens,GPL10558,GSE54536,10
GDS5382,Transcription factor Tcfap2c deficiency effect on primordial germ cells,Mus musculus,GPL1261,GSE45941,8
GDS5649,Bladder cancer extracellular vesicles,Homo sapiens,GPL10558,GSE51843,11
GDS5300,Restless Legs Syndrome model: embryonic forebrain,Mus musculus,GPL6885,GSE44592,16
GDS5299,Restless Legs Syndrome model: adult whole brain,Mus musculus,GPL6885,GSE44592,7
GDS5167,Type 2 diabetic obese patients: visceral adipose tissue CD14+ cells,Homo sapiens,GPL10558,GSE54350,12
GDS5409,Akt inhibitor MK2206 effect on influenza H1N1 infection of non-small cell lung cancer line,Homo sapiens,GPL10558,GSE54293,8
GDS5342,Maternal western diet effect on post-weaning low-fat diet fed offspring liver,Mus musculus,GPL6887,GSE44901,11
GDS5293,Maternal western diet effect on post-weaning western diet fed offspring liver,Mus musculus,GPL6887,GSE44901,11
GDS5027,"NeOAdjuvant Herceptin (NOAH) trial: formalin-fixed, paraffin-embedded breast cancer biopsies",Homo sapiens,GPL570,GSE50948,156
GDS5380,Sodium tungstate effect on insulin receptor substrate 2 knockout mice: pancreatic islets,Mus musculus,GPL1261,GSE43620,8
GDS5642,Tendon development: embryonic limb tendon cells,Mus musculus,GPL1261,GSE54207,9
GDS5408,H1 and H9 embryonic stem cell lines undergoing differentiation,Homo sapiens,GPL570,GSE54186,8
GDS5319,Lysine-specific demethylase 1 deficiency effect on developing trophoblast stem cells: time course,Mus musculus,GPL1261,GSE38277,18
GDS5288,PTPN1 depletion effect on Hodgkin lymphoma derived cell line,Homo sapiens,GPL570,GSE54157,4
GDS5654,Subcutaneous and visceral adipose tissues,Mus musculus,GPL8321,GSE53307,12
GDS5407,CD40 activation effect on CD19-positive B cells,Homo sapiens,GPL96,GSE54017,8
GDS4898,TGFβ inhibitor effect on induced cardiomyocytes,Mus musculus,GPL6246,GSE54022,27
GDS5264,High-fat diet effect on obesity-resistant NAG-1 transgenics: colon epithelium,Mus musculus,GPL7202,GSE46843,11
GDS5225,Spleen response to infection by Plasmodium yoelii strains N67 and N67C,Mus musculus,GPL6885,GSE51329,18
GDS4776,Peroxisome Proliferator-Activated Receptor γ Coactivator-1 deficiency effect on adult cardiac biventricle,Mus musculus,GPL6246,GSE43798,10
GDS5316,"Embryonic fibroblast response to ectopic expression of transcription factors Oct4, Sox2, Klf4, c-Myc: time course",Mus musculus,GPL6246,GSE38509,24
GDS5202,Type 1 interferon effect on primary neurons and fibroblasts from E14.5 embryos,Mus musculus,GPL1261,GSE53951,10
GDS5015,Modified natural and stimulated in vitro fertilization cycles: cumulus cells,Homo sapiens,GPL6244,GSE43684,8
GDS4899,"Pancreatic cancer-induced cachexia model: muscle, liver and white adipose tissue",Mus musculus,GPL6246,GSE51931,18
GDS5242,Interleukin-21 effect on STAT3-deficient naïve B cells from autosomal dominant hyper IgE syndrome patients,Homo sapiens,GPL6244,GSE51587,14
GDS4780,KLF14-deficient hearts during fasting,Mus musculus,GPL8321,GSE53231,7
GDS5314,Placental CD14+ macrophage-derived multinucleated giant cells,Homo sapiens,GPL6480,GSE38747,12
GDS4975,Follicular lymphoma and higher grade diffuse large B-cell lymphoma patients: lymph node tumor biopsies,Homo sapiens,GPL570,GSE53820,81
GDS4778,Freshly-isolated umbilical cord arterial and venous endothelial cells,Homo sapiens,GPL570,GSE43475,8
GDS4777,Freshly-isolated and cultured arterial and venous endothelial cells,Homo sapiens,GPL570,GSE43475,38
GDS4890,Systemic lupus erythematosus patients and yellow fever vaccine-immunized healthy donors: CD16+ monocytes,Homo sapiens,GPL570,GSE51997,10
GDS4889,Systemic lupus erythematosus patients and yellow fever vaccine-immunized healthy donors: CD16- monocytes,Homo sapiens,GPL570,GSE51997,12
GDS4888,Systemic lupus erythematosus patients and yellow fever vaccine-immunized healthy donors: CD4 T+ lymphocytes,Homo sapiens,GPL570,GSE51997,14
GDS5399,RNA-binding protein Musashi-2 deficiency effect on LSK hematopoietic stem cells,Mus musculus,GPL1261,GSE53385,8
GDS4957,FOXA1 overexpression effect on prostate cancer cell line,Homo sapiens,GPL10558,GSE49153,12
GDS5391,Protein tyrosine kinase PTK7 knockdown effect on lung adenocarcinoma cell lines,Homo sapiens,GPL6244,GSE50138,8
GDS5387,Transforming growth factor β effect on mammary epithelial NMuMG cells overexpressing major satellite transcripts,Mus musculus,GPL6246,GSE49073,8
GDS5357,Ethanol effect on embryonic eyes: time course,Danio rerio,GPL1319,GSE51427,9
GDS5335,p38-alpha deficient keratinocyte response to ultraviolet-B in vitro,Mus musculus,GPL1261,GSE51206,4
GDS5071,Non-syndromic cleft lip and palate: dental pulp stem cell cultures,Homo sapiens,GPL6244,GSE42589,13
GDS4950,High-grade serous ovarian cancer resistant to platinum-based chemotherapy,Homo sapiens,GPL570,GSE51373,28
GDS4869,Imatinib mesylate effect on bone marrow hematopoietic cells of chronic myeloid leukemia patients,Homo sapiens,GPL570,GSE33075,27
GDS4782,Cardiomyocyte-specific Gata-4 or Gata-6 knockout effect on adult heart during pressure overload,Mus musculus,GPL6246,GSE52317,12
GDS5389,Neuron-specific T-box transcription factor deficiency effect on embryonic day 16.5 forebrains,Mus musculus,GPL1261,GSE49237,8
GDS5358,Obstructive sleep apnea response to continuous positive airway pressure treatment: leukocytes,Homo sapiens,GPL6244,GSE49800,36
GDS5351,Transforming growth factor-beta effect on normal ovarian fibroblast NOF151 cells,Homo sapiens,GPL570,GSE40266,9
GDS5347,miR-483 overexpression effect on IGF2 expressing sarcoma cell line,Homo sapiens,GPL570,GSE50980,5
GDS5341,Mitochondrial complex I inhibitor rotenone effect on primary cortical neurons: time course,Mus musculus,GPL6103,GSE22997,13
GDS5331,Industrial pollution effect on liver,Mus spretus...,GPL4134,GSE33663,19
GDS5308,Antidepressant fluoxetine effect on depression model: ventral dentate gyrus,Mus musculus,GPL1261,GSE43261,19
GDS5307,Antidepressant fluoxetine effect on depression model: dorsal dentate gyrus,Mus musculus,GPL1261,GSE43261,19
GDS5262,"Interleukin 4, interleukin 13 and tumor necrosis factor-α effect on plastic-cultured IMR-90 lung fibroblast cells",Homo sapiens,GPL6480,GSE47542,12
GDS5261,"Interleukin 4, interleukin 13 and tumor necrosis factor-α effect on Matrigel-cultured IMR-90 lung fibroblast cells",Homo sapiens,GPL6480,GSE47542,12
GDS5055,Histone demethylase KDM1A deficiency effect on 3T3-L1 preadipocytes: time course,Mus musculus,GPL1261,GSE25423,10
GDS4992,Cholestatic intestinal injury model: jejunum,Mus musculus,GPL6246,GSE47099,12
GDS4976,Spleen tyrosine kinase inhibitor effect on diffuse large B-cell lymphoma cell lines: time course,Homo sapiens,GPL3921,GSE34176,29
GDS4860,"All-trans retinoic acid (ATRA) vitamin A and 1,25-dihydroxyvitamin D3 (1,25D3) vitamin D stimulated peripheral blood monocytes",Homo sapiens,GPL570,GSE46268,12
GDS4853,Stem cell factor SOX2-deficient stomach carcinoma cell line: time course,Homo sapiens,GPL6244,GSE42937,20
GDS5069,Rheumatoid arthritic synovium response to methotrexate,Homo sapiens,GPL570,GSE45867,16
GDS5068,Rheumatoid arthritic synovium response to tocilizumab,Homo sapiens,GPL570,GSE45867,24
GDS5406,Imatinib mesylate effect on EOL-1 eosinophilic leukemia cell line,Homo sapiens,GPL570,GSE53633,4
GDS5405,"Imatinib mesylate effect on patient peripheral T-cell lymphomas, not otherwise specified (PTCL/NOS) cells",Homo sapiens,GPL570,GSE53633,4
GDS6016,Transcription factor engrailed-2 loss-of-function model of autism spectrum disorder: hippocampus,Mus musculus,GPL7202,GSE51612,6
GDS5241,Transcription factor engrailed-2 loss-of-function model of autism spectrum disorder: cerebellum,Mus musculus,GPL7202,GSE51612,6
GDS4760,True interval breast cancer,Homo sapiens,GPL6244,GSE47108,10
GDS5429,Embryonic development of colon,Mus musculus,GPL1261,GSE38831,7
GDS5356,RAW264.7 macrophage cell line response to murine norovirus infection,Mus musculus,GPL1261,GSE50093,4
GDS5075,Myotube response to prion infection in vitro,Mus musculus,GPL1261,GSE44563,6
GDS5397,"Embryonic kidney cell line response to depletion of H1.2 linker histone, Cul4A E3 ubiquitin ligase or PAF1 elongation complex",Homo sapiens,GPL10558,GSE52544,8
GDS5303,Transcription factor EB overexpression effect on brain hippocampus with an accumulation of mutant tau deposits,Mus musculus,GPL1261,GSE53480,16
GDS5080,Undifferentiated amniotic-fluid kidney progenitor cells,Homo sapiens,GPL6244,GSE49439,6
GDS5028,In vitro differentiated amniotic-fluid kidney progenitor cell-podocytes,Homo sapiens,GPL6244,GSE49439,6
GDS4783,Liver response to a high fat diet: time course,Mus musculus,GPL6246,GSE52333,36
GDS5209,Obesity effect on perigonadal adipose tissue macrophages,Mus musculus,GPL1261,GSE53403,16
GDS5311,Lipopolysaccharide effect on fatty acid-loaded peritoneal macrophages in vitro,Mus musculus,GPL6887,GSE42190,15
GDS5046,Prechondrocyte differentiation,Homo sapiens,GPL570,GSE51812,9
GDS5045,Prechondrocytes,Homo sapiens,GPL570,GSE51812,12
GDS4873,Hepatoma cell line overexpressing human Sar1 components of the coat protein complex II transport machinery,Rattus norvegicus,GPL1355,GSE52969,25
GDS4900,Ultrasonic incision effect on abdominal subcutaneous fatty tissue,Sus scrofa,GPL3533,GSE47710,12
GDS4874,IQGAP2 knockout model of hepatocellular carcinoma: time course,Mus musculus,GPL1261,GSE46646,12
GDS4870,An in vitro primordial germ cell specification system: time course,Mus musculus,GPL1261,GSE49689,23
GDS5605,Listeria monocytogenes infection effect on transcriptional repressor BLIMP1-deficient macrophage,Mus musculus,GPL1261,GSE53145,12
GDS5392,Chronic plaque psoriasis: lesional and non-lesional skin punch biopsies,Homo sapiens,GPL570,GSE50790,8
GDS4959,Pseudomonas aeruginosa sphR deficient mutant response to lung surfactant,Pseudomonas aeruginosa,GPL84,GSE48982,8
GDS4958,Pseudomonas aeruginosa response to lung surfactant,Pseudomonas aeruginosa,GPL84,GSE48982,4
GDS4845,Streptozotocin induced type 1 diabetes: liver,Mus musculus,GPL6246,GSE39752,13
GDS5362,Anaplastic thyroid carcinomas: thyroid biopsies,Homo sapiens,GPL6244,GSE53072,9
GDS5361,Normal mammary glands at three developmental stages: adipose stroma,Mus musculus,GPL6246,GSE53044,9
